,uid,rating_mean,rating_std,ratings_cnt,liked_ratio,liked_rating_mean,disliked_rating_mean,liked_ratings_cnt_mean,disliked_ratings_cnt_mean
38,38,2.025945945945946,2.569391907587236,37,0.5675675675675675,3.8285714285714287,-0.3400000000000001,16953.47619047619,14251.9375
39,39,3.027794117647059,0.5252571384164321,68,0.4117647058823529,3.3746428571428573,2.7849999999999997,16127.75,11038.275
40,40,-0.02374999999999991,4.609427051373683,32,0.5625,3.2061111111111114,-4.176428571428572,16809.88888888889,17422.571428571428
41,41,-0.8420754716981133,5.339621982619313,53,0.49056603773584906,3.8196153846153846,-5.331111111111111,16323.807692307691,13925.592592592593
42,42,1.9312195121951221,4.737193892549655,41,0.5609756097560976,5.440434782608696,-2.552777777777778,17575.956521739132,16125.222222222223
43,43,3.2980000000000005,3.992081299704238,30,0.5333333333333333,6.5600000000000005,-0.4299999999999999,16907.75,15763.92857142857
44,44,-0.9028000000000002,4.649415702900568,75,0.4666666666666667,3.246857142857143,-4.5337499999999995,15014.257142857143,11537.125
45,45,5.01987012987013,2.7950362456488413,77,0.5324675324675324,7.215853658536586,2.518888888888889,15240.560975609756,9935.055555555555
46,46,-0.3500000000000001,5.8800457681292,69,0.5217391304347826,4.586388888888888,-5.7351515151515144,13253.638888888889,13792.363636363636
47,47,5.562448979591837,5.518992031541419,49,0.7142857142857143,8.27657142857143,-1.2228571428571426,15284.085714285715,14683.785714285714
48,48,-0.9078461538461542,5.582822004905901,65,0.5692307692307692,3.3159459459459457,-6.489285714285715,15364.486486486487,12416.82142857143
49,49,-0.6010869565217394,4.14811937482832,46,0.6086956521739131,2.255,-5.0438888888888895,15588.75,15123.944444444445
50,50,1.333125,7.32667963094859,80,0.6125,6.754081632653062,-7.235483870967742,13545.836734693878,12136.677419354839
51,51,2.5388571428571423,4.32249912376489,70,0.6,5.392857142857143,-1.7421428571428572,12137.02380952381,13069.392857142857
52,52,2.2556249999999998,3.1330033896186102,48,0.5625,4.508518518518518,-0.6409523809523808,16761.37037037037,16230.619047619048
53,53,0.29531250000000003,4.52658311951777,32,0.59375,3.351578947368421,-4.171538461538462,17256.052631578947,15384.538461538461
54,54,-1.9001219512195122,6.084904514280175,82,0.5,3.6446341463414638,-7.444878048780488,11765.90243902439,14021.390243902439
55,55,-0.05100000000000004,5.98959750533056,30,0.5333333333333333,4.824375,-5.622857142857143,17348.5625,15963.214285714286
56,56,0.4277500000000002,3.9635023928274244,40,0.5,3.6525000000000007,-2.7970000000000006,16724.6,15788.55
57,57,0.6276315789473685,5.326491995906513,76,0.5526315789473685,4.871190476190476,-4.614411764705882,13749.119047619048,11446.911764705883
58,58,0.5609090909090909,4.082315700667384,44,0.5454545454545454,3.2816666666666667,-2.7039999999999997,16442.333333333332,15460.75
59,59,-4.767945205479452,6.209769846983978,73,0.3013698630136986,4.082272727272727,-8.585686274509804,14854.954545454546,12416.56862745098
60,60,2.998409090909091,6.341835235508254,44,0.5909090909090909,7.68076923076923,-3.7649999999999997,16278.384615384615,15876.833333333334
61,61,4.653461538461538,3.100882786774636,52,0.5769230769230769,6.748999999999999,1.795909090909091,15926.566666666668,15924.136363636364
62,62,0.9134848484848485,4.215442487011934,66,0.6060606060606061,3.84,-3.588846153846154,13849.5,10613.538461538461
63,63,2.689666666666667,5.447489446007933,30,0.7,5.716666666666667,-4.373333333333334,16600.04761904762,15352.555555555555
64,64,-1.9014666666666669,3.5893960544966386,75,0.3333333333333333,2.2688,-3.9865999999999997,14482.24,12261.5
65,65,-1.041698113207547,3.5260447092637865,53,0.6792452830188679,0.8372222222222223,-5.0205882352941185,15350.638888888889,15118.882352941177
66,66,3.1753191489361696,6.544088554155219,47,0.6170212765957447,7.856206896551724,-4.3661111111111115,15834.48275862069,16034.222222222223
67,67,-1.0128571428571431,2.0910981963233257,49,0.3469387755102041,0.7917647058823529,-1.9715624999999999,17236.352941176472,14173.71875
68,68,2.9766666666666666,3.0463604607363175,48,0.6458333333333334,4.576451612903226,0.05941176470588232,15442.806451612903,15866.176470588236
69,69,-2.530555555555556,6.703906300250599,36,0.3333333333333333,6.725833333333331,-7.15875,16975.083333333332,16284.916666666666
70,70,1.3484615384615386,1.9593310028894713,52,0.4807692307692308,2.9419999999999997,-0.12703703703703703,15879.76,15397.037037037036
71,71,1.0801388888888888,4.672719898308031,72,0.5138888888888888,4.6070270270270255,-2.648285714285714,13001.432432432432,13732.857142857143
72,72,-2.5719230769230768,3.601146897081397,52,0.46153846153846156,0.6670833333333333,-5.348214285714286,15824.916666666666,15835.357142857143
73,73,-3.5308333333333333,3.2950106328238964,72,0.3611111111111111,-0.3115384615384616,-5.350434782608696,13198.076923076924,13106.065217391304
74,74,5.832553191489362,6.025480485291683,47,0.7446808510638298,8.882285714285715,-3.0625,15832.628571428571,16106.333333333334
75,75,1.3839240506329114,5.228279223146311,79,0.5822784810126582,5.13608695652174,-3.8463636363636367,12817.434782608696,12798.0
76,76,-0.9528571428571428,6.108906020975379,35,0.45714285714285713,4.71125,-5.722631578947369,16337.3125,16565.526315789473
77,77,0.6705714285714285,7.288090321771697,70,0.5714285714285714,6.8895,-7.621333333333334,12452.7,14783.033333333333
78,78,4.014545454545455,4.589961977116391,44,0.7045454545454546,6.461935483870969,-1.8215384615384616,15775.838709677419,17252.23076923077
79,79,1.2243478260869565,5.628564616484716,69,0.6521739130434783,4.8519999999999985,-5.5775,11758.488888888889,14839.458333333334
80,80,0.01974358974358969,3.4773836861848695,39,0.48717948717948717,2.752105263157895,-2.576,16901.105263157893,16549.5
81,81,1.6972727272727275,3.9924978653150784,33,0.6060606060606061,4.264000000000001,-2.2515384615384617,16380.8,17698.615384615383
82,82,-1.6037142857142854,5.885457694088674,35,0.5142857142857142,3.201111111111111,-6.6911764705882355,15836.277777777777,15786.0
83,83,-0.9286764705882352,6.988202191115804,68,0.5147058823529411,5.256285714285715,-7.488484848484847,12984.914285714285,12830.060606060606
84,84,1.9051063829787231,4.8399662558742955,47,0.6382978723404256,5.17,-3.856470588235294,16389.8,15425.176470588236
85,85,4.495925925925927,3.986987738264469,27,0.5925925925925926,7.086875,0.7272727272727273,16805.75,17409.454545454544
86,86,0.901132075471698,3.949894185718708,53,0.5283018867924528,3.7949999999999995,-2.3400000000000003,16077.392857142857,14984.0
87,87,4.411142857142858,4.3530550800582235,70,0.6142857142857143,7.181395348837208,-0.0007407407407408236,12471.883720930233,14261.777777777777
88,88,-0.8594339622641511,5.232559094118266,53,0.5660377358490566,3.0160000000000005,-5.914347826086956,15837.666666666666,14614.565217391304
89,89,-1.9681818181818185,4.796828462605611,55,0.4727272727272727,2.4984615384615387,-5.972758620689653,15866.423076923076,15108.896551724138
90,90,2.7895945945945946,4.708149867608379,74,0.5,6.557027027027027,-0.9778378378378378,12794.945945945947,13619.675675675675
91,91,0.1816363636363636,4.149450996098589,55,0.5272727272727272,3.2958620689655174,-3.2919230769230774,15658.965517241379,15222.076923076924
92,92,-0.2611538461538462,6.338890127956049,52,0.5192307692307693,5.362222222222222,-6.3344000000000005,15612.222222222223,14805.68
93,93,-1.791666666666667,5.530356403887817,30,0.5333333333333333,2.7856249999999996,-7.022857142857143,17033.8125,16422.714285714286
94,94,3.2280769230769226,3.62229536071278,52,0.5576923076923077,5.959999999999998,-0.21652173913043476,15654.0,15604.608695652174
95,95,5.083164556962025,3.360430964540952,79,0.5316455696202531,7.814285714285714,1.9829729729729724,13545.857142857143,11945.162162162162
96,96,-1.187450980392157,5.123739198334457,51,0.5686274509803921,2.7272413793103443,-6.347727272727272,15101.724137931034,15450.454545454546
97,97,1.1794666666666667,5.243058188802712,75,0.52,5.730256410256411,-3.750555555555555,12333.51282051282,12574.777777777777
98,98,0.2724999999999998,5.807746139199897,24,0.5,5.213333333333334,-4.668333333333333,16649.416666666668,16695.166666666668
99,99,1.1383999999999999,3.052052495032225,75,0.48,3.5716666666666663,-1.1076923076923075,13676.527777777777,12531.74358974359
100,100,-3.289545454545454,1.9985672898657207,22,0.36363636363636365,-0.98875,-4.604285714285715,16206.875,17734.928571428572
101,101,3.7419148936170203,5.266579055622462,47,0.6170212765957447,7.127241379310344,-1.712222222222222,15897.241379310344,15339.888888888889
102,102,0.844,5.237356927516674,30,0.5,5.5053333333333345,-3.8173333333333335,16760.333333333332,16115.2
103,103,-0.1938461538461538,3.8557388620011213,52,0.4423076923076923,3.5708695652173903,-3.1796551724137934,15706.95652173913,15531.689655172413
104,104,-2.635892857142857,2.6197069765256464,56,0.4107142857142857,-0.00826086956521736,-4.467272727272728,15704.08695652174,14558.363636363636
105,105,-3.571111111111111,4.788644173027791,36,0.4444444444444444,1.0687499999999999,-7.2829999999999995,16387.375,16166.65
106,106,3.172,5.992673369844803,35,0.5142857142857142,8.28111111111111,-2.23764705882353,15604.666666666666,16687.352941176472
107,107,0.6306666666666667,4.619055517513713,75,0.52,4.3905128205128205,-3.442500000000001,14194.25641025641,12177.166666666666
108,108,-1.5027659574468084,1.7141149346676532,47,0.574468085106383,-0.40518518518518526,-2.9844999999999997,16183.555555555555,15217.35
109,109,2.8013559322033896,3.3155399298304955,59,0.576271186440678,5.109411764705881,-0.33760000000000007,15289.735294117647,15597.08
110,110,4.40958904109589,3.9692311172443024,73,0.5616438356164384,7.184146341463415,0.8546874999999999,11485.268292682927,13953.46875
111,111,-1.1251063829787233,2.7690626826799254,47,0.46808510638297873,1.2750000000000001,-3.2371999999999996,16358.818181818182,15295.0
112,112,4.747777777777778,2.79091455268771,45,0.4666666666666667,7.224285714285715,2.5808333333333335,15899.952380952382,16036.75
113,113,-1.8021666666666667,5.17985442229395,60,0.5333333333333333,2.6018749999999997,-6.835357142857143,15448.0,14889.107142857143
114,114,0.3113333333333336,4.731554919265229,30,0.5,4.355333333333333,-3.7326666666666672,17707.066666666666,17132.533333333333
115,115,2.7285365853658536,4.028533579961579,41,0.43902439024390244,6.336666666666667,-0.09521739130434781,16492.777777777777,15855.782608695652
116,116,-0.6469230769230769,6.066563824325545,65,0.5538461538461539,4.238888888888888,-6.712068965517242,13645.166666666666,12398.275862068966
117,117,1.432222222222222,4.032390332652804,27,0.5555555555555556,4.264666666666667,-2.108333333333333,17778.6,17425.833333333332
118,118,-0.35978723404255314,3.4424299363661723,47,0.5319148936170213,2.4208,-3.519545454545454,15139.2,15281.727272727272
119,119,2.5929411764705885,6.020885058860577,68,0.5882352941176471,6.986,-3.682857142857142,13647.65,13973.607142857143
120,120,1.8825925925925928,6.7235742512632894,27,0.5185185185185185,7.718571428571429,-4.4023076923076925,15737.92857142857,17222.384615384617
121,121,3.855636363636364,4.199237921882865,55,0.509090909090909,7.192500000000001,0.39518518518518514,16039.67857142857,13780.481481481482
122,122,3.0612345679012343,2.5961588851205013,81,0.7037037037037037,4.368947368421052,-0.04458333333333333,12424.228070175439,14301.333333333334
123,123,-1.7256,5.566074379668313,25,0.48,3.355833333333333,-6.416153846153846,16778.0,17014.69230769231
124,124,-0.14722222222222225,6.9680541107806295,72,0.5416666666666666,5.851282051282052,-7.236363636363635,13907.205128205129,12885.90909090909
125,125,-5.499090909090909,5.162746582268713,33,0.42424242424242425,0.05571428571428567,-9.592105263157896,15578.42857142857,15781.21052631579
126,126,-1.605925925925926,4.763794475597185,54,0.5555555555555556,2.0396666666666663,-6.162916666666667,16004.733333333334,14844.75
127,127,-5.6499999999999995,3.539637269551783,26,0.38461538461538464,-1.8119999999999998,-8.048749999999998,16740.3,15153.625
128,128,2.9,4.433369095672222,27,0.5185185185185185,6.407142857142858,-0.8769230769230769,17319.214285714286,16262.615384615385
129,129,3.7364583333333337,3.909106384025792,48,0.7291666666666666,5.654285714285715,-1.4269230769230772,15243.6,17354.153846153848
130,130,0.49250000000000005,4.995976763709916,52,0.5576923076923077,4.27448275862069,-4.2760869565217385,15798.172413793103,15620.434782608696
131,131,2.806666666666666,5.749545676851005,69,0.5797101449275363,6.9902500000000005,-2.9637931034482756,13601.475,12746.0
132,132,2.729333333333333,2.787021381657877,45,0.4888888888888889,5.392727272727272,0.18173913043478263,16167.5,14834.260869565218
133,133,2.571486486486487,6.316447259280088,74,0.5135135135135135,7.926842105263157,-3.081388888888889,12162.763157894737,14214.638888888889
134,134,-0.06394736842105253,5.419458205429606,38,0.5263157894736842,4.232,-4.837222222222222,15663.7,16249.5
135,135,3.445833333333333,5.279014992475409,48,0.625,6.995666666666667,-2.4705555555555554,15615.6,15355.666666666666
136,136,2.6853623188405797,7.730606775460419,69,0.6376811594202898,8.402954545454547,-7.3776,12940.477272727272,13544.56
137,137,3.0158536585365856,5.331302362279669,41,0.5365853658536586,7.339545454545453,-1.9905263157894741,17025.772727272728,15914.736842105263
138,138,1.0011999999999999,5.507566090833405,50,0.54,5.147777777777777,-3.866521739130435,15693.74074074074,16871.08695652174
139,139,-0.7705084745762713,3.404830961285295,59,0.5254237288135594,1.8238709677419354,-3.642857142857143,15674.58064516129,15043.92857142857
140,140,-0.6092537313432835,5.326444408862779,67,0.5522388059701493,3.655945945945946,-5.869666666666666,12700.108108108108,11565.066666666668
141,141,-0.15539999999999998,4.1223641968448845,50,0.52,3.030384615384615,-3.606666666666667,16769.5,14816.791666666666
142,142,-2.832692307692308,6.292985237356491,52,0.5192307692307693,2.444074074074074,-8.5316,16113.962962962964,14358.6
143,143,1.774375,6.961702580732722,32,0.53125,7.424705882352941,-4.629333333333334,16864.058823529413,15672.266666666666
144,144,-0.19180000000000008,3.134687231737215,50,0.38,2.931052631578947,-2.1058064516129034,16309.578947368422,16014.387096774193
145,145,0.757,3.13065668543379,40,0.525,3.2128571428571426,-1.9573684210526319,16589.380952380954,15218.368421052632
146,146,4.324285714285715,3.833931398076496,42,0.42857142857142855,8.369444444444445,1.2904166666666668,17146.055555555555,16629.875
147,147,2.4546551724137933,4.1749840699421865,58,0.6206896551724138,4.979722222222223,-1.6772727272727275,14588.75,11356.09090909091
148,148,-3.2975,2.4645368602404534,32,0.4375,-1.2864285714285713,-4.861666666666667,15491.285714285714,17087.222222222223
149,149,3.6003773584905665,3.9051986861028007,53,0.5471698113207547,6.524827586206897,0.06666666666666671,15082.103448275862,15089.458333333334
150,150,2.2669354838709674,5.041488067048822,62,0.6129032258064516,5.632105263157894,-3.06125,13969.736842105263,13424.5
151,151,2.008541666666667,5.778286203108622,48,0.5208333333333334,6.686400000000001,-3.0760869565217397,15487.84,15619.652173913044
152,152,2.0265,6.719482790688504,40,0.625,7.112,-6.449333333333333,16428.04,16358.733333333334
153,153,-3.6250943396226414,4.620286630569708,53,0.4528301886792453,0.855,-7.332758620689655,16187.666666666666,14907.310344827587
154,154,2.7825,6.462159669563783,80,0.6625,6.92264150943396,-5.344444444444445,12862.169811320755,13551.592592592593
155,155,0.5091379310344828,4.533615684376402,58,0.5344827586206896,4.158064516129032,-3.6803703703703707,15271.774193548386,12226.777777777777
156,156,1.5040740740740746,4.56105355195962,54,0.46296296296296297,5.688,-2.1027586206896554,16035.56,15148.689655172413
157,157,-0.7222580645161291,3.3493419350447726,31,0.3870967741935484,2.8833333333333333,-2.9994736842105265,17651.916666666668,16348.947368421053
158,158,-3.2025531914893612,3.9674794693231195,47,0.46808510638297873,0.13000000000000006,-6.1352,16717.272727272728,15404.28
159,159,1.9339189189189192,5.255112792232839,74,0.5945945945945946,5.569545454545454,-3.3983333333333325,11521.636363636364,14418.6
160,160,6.00439393939394,4.415415348974851,66,0.696969696969697,8.502173913043478,0.25950000000000006,14017.347826086956,15399.75
161,161,-0.18901960784313715,4.61022526777248,51,0.5294117647058824,3.6418518518518517,-4.49875,16106.703703703704,14135.5
162,162,-0.30714285714285705,5.025579647528312,28,0.5357142857142857,3.519999999999999,-4.723076923076923,17522.0,16460.53846153846
163,163,0.6299999999999999,5.340633545438843,25,0.44,5.613636363636363,-3.2857142857142856,16855.81818181818,16687.071428571428
164,164,0.830392156862745,4.428132319967105,51,0.6078431372549019,3.876129032258065,-3.8905000000000003,15591.161290322581,15482.35
165,165,3.4263636363636363,6.6018996881655525,44,0.6590909090909091,7.817931034482759,-5.063999999999999,16009.413793103447,14700.2
166,166,-3.746176470588235,4.949369032426214,68,0.5588235294117647,0.47500000000000003,-9.093,12419.473684210527,14958.633333333333
167,167,2.342533333333333,4.404320082304122,75,0.5733333333333334,5.306976744186046,-1.6409375,13663.023255813954,12236.46875
168,168,5.7057142857142855,4.262415281693402,35,0.5714285714285714,8.788,1.596,17050.65,17191.4
169,169,-0.13086956521739115,4.595044589839004,46,0.5217391304347826,3.424583333333333,-4.009545454545456,16041.583333333334,16035.954545454546
170,170,1.8289655172413792,7.049937864380481,29,0.6551724137931034,6.82157894736842,-7.656999999999999,16556.63157894737,15587.4
171,171,-0.6543750000000002,7.7646469032569705,32,0.5,6.73625,-8.045,17088.6875,15856.5625
172,172,0.6478723404255319,3.0898149207061443,47,0.5531914893617021,2.9653846153846155,-2.2214285714285715,15617.538461538461,16289.238095238095
173,173,3.534838709677419,2.7676028989816466,31,0.5161290322580645,5.68625,1.2400000000000004,16466.3125,16962.0
174,174,1.356176470588235,2.1385608509857708,34,0.4117647058823529,3.5157142857142856,-0.1555,16753.85714285714,16709.5
175,175,1.8989285714285715,4.663795417727143,28,0.6428571428571429,4.691111111111112,-3.127,16394.5,15772.3
176,176,0.9770370370370371,8.54971446717962,54,0.5740740740740741,8.194516129032257,-8.750869565217387,15790.0,14616.347826086956
177,177,-0.10780821917808221,3.6909236447802836,73,0.547945205479452,2.63675,-3.434545454545454,13816.6,13102.848484848484
178,178,0.37264705882352933,5.032627067942855,34,0.5588235294117647,4.256842105263158,-4.5473333333333334,16800.105263157893,16541.333333333332
179,179,5.972972972972973,2.5972505386197073,37,0.5405405405405406,7.8420000000000005,3.7741176470588234,16963.85,16387.352941176472
180,180,0.8483333333333335,4.608801207627486,36,0.4444444444444444,5.15125,-2.5940000000000003,16550.5625,15597.25
181,181,2.2108333333333334,3.5313107760577305,24,0.6666666666666666,4.06875,-1.505,16932.6875,17161.5
182,182,-4.498333333333333,4.584075254068082,42,0.4523809523809524,0.03210526315789477,-8.240869565217393,16136.78947368421,16264.347826086956
183,183,-7.217083333333332,2.663330947814907,48,0.3125,-4.024666666666667,-8.668181818181818,15691.6,15877.121212121212
184,184,3.6939024390243897,4.121586392427544,41,0.6097560975609756,6.408,-0.546875,16403.84,16987.25
185,185,-1.504444444444444,4.804482100494106,36,0.6388888888888888,1.7486956521739137,-7.26,16923.08695652174,13921.153846153846
186,186,3.8835416666666664,5.095971078437309,48,0.6041666666666666,7.50448275862069,-1.6431578947368424,15601.137931034482,13761.578947368422
187,187,-1.023265306122449,2.8593322266418997,49,0.6122448979591837,0.783,-3.8752631578947367,15938.0,13199.0
188,188,-3.391481481481481,4.0857601719063465,27,0.3333333333333333,1.5166666666666666,-5.845555555555555,16011.777777777777,16751.055555555555
189,189,2.957586206896552,5.01119151440939,29,0.5517241379310345,6.681875000000001,-1.6261538461538463,17570.375,16074.923076923076
190,190,-0.8192307692307692,3.773439605387275,52,0.46153846153846156,2.6216666666666666,-3.768571428571429,16173.125,14870.17857142857
191,191,0.28756097560975624,4.551087112156724,41,0.6341463414634146,3.157307692307692,-4.6866666666666665,16034.038461538461,14849.4
192,192,0.4964150943396228,4.40458506486297,53,0.5094339622641509,4.115555555555556,-3.2619230769230763,15986.444444444445,14634.5
193,193,2.937258064516129,4.171412926235354,62,0.5967741935483871,5.664594594594594,-1.0992000000000002,13533.216216216217,12773.4
194,194,2.695921052631579,5.982949368025011,76,0.5921052631578947,6.990222222222222,-3.5377419354838713,13049.31111111111,12843.451612903225
195,195,-2.715616438356164,4.663892326009995,73,0.5205479452054794,1.101842105263158,-6.860285714285713,13388.131578947368,12090.2
196,196,2.618059701492537,2.9445672825103206,67,0.4626865671641791,5.360322580645161,0.2566666666666666,14323.90322580645,12472.472222222223
197,197,1.9726530612244897,3.4968287868618693,49,0.4897959183673469,4.819166666666667,-0.76,15966.25,15972.24
198,198,-0.6273076923076923,2.548820798435516,78,0.4230769230769231,1.883333333333333,-2.468444444444444,13564.39393939394,12143.777777777777
199,199,2.377096774193548,4.79389069097213,31,0.5806451612903226,5.654444444444445,-2.1607692307692306,17255.444444444445,15573.076923076924
200,200,1.7024999999999997,5.522501520073642,52,0.5961538461538461,5.594516129032257,-4.042857142857143,16256.387096774193,14892.52380952381
201,201,1.4811538461538463,6.385177582509432,52,0.5,6.956153846153845,-3.993846153846154,15469.692307692309,15366.076923076924
202,202,-0.7700000000000001,6.335410010409745,71,0.5492957746478874,4.384102564102563,-7.051562500000001,13202.692307692309,12343.375
203,203,-0.09810344827586198,5.072527816114078,58,0.5517241379310345,3.4178125,-4.4253846153846155,15680.8125,15198.961538461539
204,204,1.063953488372093,3.7806273978791776,43,0.5116279069767442,4.053636363636364,-2.0680952380952378,16176.40909090909,15703.238095238095
205,205,0.7147761194029854,5.470750421687209,67,0.44776119402985076,5.675333333333332,-3.3072972972972976,11542.666666666666,13887.054054054053
206,206,3.2041935483870967,5.676888686709502,31,0.7096774193548387,6.246363636363637,-4.232222222222223,16919.954545454544,15078.444444444445
207,207,-3.1535714285714285,5.875172038360346,70,0.38571428571428573,3.2992592592592596,-7.205348837209301,13779.222222222223,12600.418604651162
208,208,3.42391304347826,2.6259156483648454,69,0.5362318840579711,5.461621621621621,1.0678125,12930.648648648648,13478.375
209,209,0.4705555555555555,5.287764594090373,54,0.5370370370370371,4.576896551724139,-4.2928,16090.620689655172,14917.16
210,210,7.176029411764706,3.8485415495773885,68,0.7647058823529411,8.704423076923076,2.20875,13741.25,12649.6875
211,211,-0.4925,5.657742764697717,48,0.4791666666666667,4.459130434782609,-5.048000000000001,16396.869565217392,15069.48
212,212,-5.244925373134328,6.402045689425996,67,0.2835820895522388,4.082631578947368,-8.937083333333332,13394.684210526315,13437.5
213,213,0.9459523809523809,5.61093229917897,42,0.47619047619047616,6.018,-3.665000000000001,16423.8,16103.90909090909
214,214,1.5148,3.308017002646135,50,0.52,4.075384615384616,-1.2591666666666665,16579.96153846154,14540.0
215,215,-1.135151515151515,4.281329467300521,33,0.5757575757575758,1.9121052631578948,-5.270714285714285,16091.052631578947,17795.928571428572
216,216,3.8453846153846154,2.898354138457814,52,0.6153846153846154,5.5675,1.0899999999999999,15741.78125,15393.35
217,217,-6.16433962264151,3.9316054214697873,53,0.3584905660377358,-2.015789473684211,-8.48264705882353,14778.947368421053,15053.64705882353
218,218,0.48647058823529415,5.304045559204563,51,0.3333333333333333,6.567647058823529,-2.554117647058823,15287.176470588236,15425.558823529413
219,219,0.1672463768115943,5.397687926613735,69,0.4782608695652174,4.74151515151515,-4.025833333333334,15340.333333333334,13245.638888888889
220,220,2.3507692307692305,3.607542124632154,52,0.5192307692307693,5.21962962962963,-0.7475999999999998,15388.037037037036,15257.72
221,221,-1.6579166666666665,4.681063722106604,72,0.4722222222222222,2.466764705882353,-5.348421052631578,13272.235294117647,12342.842105263158
222,222,0.7959493670886075,2.3582248424736454,79,0.5189873417721519,2.6026829268292686,-1.153421052631579,13470.268292682927,12858.578947368422
